ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit
91.234.140.20,91.234.140.0,Sumy Oblast,0.0,0.0,0,1,2024-06-22 09:43:30.000000,2024-07-15 07:36:27.000000,113,70,6,12.0,12.0,1,1,0
91.234.140.30,91.234.140.0,Sumy Oblast,1.0,0.8928571428571429,1,1,2024-06-22 12:43:38.000000,2025-01-09 14:36:32.000000,194,837,79,10.0,30.0,1,1,1
91.234.140.80,91.234.140.0,Sumy Oblast,0.0,0.0,1,1,2024-07-09 23:36:30.000000,2025-01-09 10:36:33.000000,1805,903,51,10.0,13.0,1,1,1
91.234.226.3,91.234.226.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2024-06-25 14:36:28.000000,2025-01-08 20:36:32.000000,53,0,67,7.0,14.0,1,1,0
91.234.226.9,91.234.226.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:42:56.000000,2025-01-09 14:36:32.000000,7174,9785,76,6.0,15.0,1,1,1
91.234.27.233,91.234.27.0,Odesa Oblast,0.8333333333333334,0.9416666666666667,0,1,2024-06-22 08:57:55.000000,2025-01-09 09:48:58.000000,7504,341,74,7.0,31.0,1,1,0
91.234.27.234,91.234.27.0,Odesa Oblast,0.9,0.9583333333333334,1,1,2024-06-22 08:57:55.000000,2025-01-09 14:48:55.000000,13966,4255,82,7.0,32.0,1,1,1
91.234.32.191,91.234.32.0,Kyiv Oblast,0.696969696969697,0.696969696969697,0,1,2024-09-09 21:36:27.000000,2025-01-09 14:36:31.000000,192,5,48,6.0,10.0,1,1,0
91.234.34.60,91.234.34.0,Kyiv Oblast,1.0,0.9848484848484849,1,1,2024-06-23 11:36:27.000000,2025-01-09 06:36:32.000000,600,0,73,6.0,9.0,1,1,1
91.236.156.126,91.236.156.0,Poltava Oblast,0.9903846153846154,0.9975961538461539,1,1,2024-06-22 20:43:35.000000,2025-01-09 13:36:32.000000,431,1596,71,11.0,19.0,1,1,1
91.236.156.229,91.236.156.0,Poltava Oblast,0.9615384615384616,0.9951923076923077,1,1,2024-06-22 08:42:58.000000,2025-01-09 04:36:37.000000,390,410,73,11.0,32.0,1,1,1
91.236.156.233,91.236.156.0,Poltava Oblast,0.9423076923076923,0.9807692307692307,1,1,2024-07-07 14:36:28.000000,2024-09-30 12:36:28.000000,25,38,28,10.0,31.0,1,1,1
91.236.156.234,91.236.156.0,Poltava Oblast,0.9807692307692307,0.9879807692307693,0,1,2024-07-08 06:36:28.000000,2024-08-26 02:36:28.000000,38,40,22,10.0,24.0,1,1,0
91.236.156.254,91.236.156.0,Poltava Oblast,0.9807692307692307,0.9951923076923077,1,1,2024-06-22 08:42:58.000000,2025-01-09 14:36:33.000000,14745,3716,92,10.0,32.0,1,1,1
91.236.156.30,91.236.156.0,Poltava Oblast,0.9807692307692307,0.9759615384615384,1,1,2024-06-22 09:43:33.000000,2025-01-09 13:36:32.000000,897,3037,67,11.0,20.0,1,1,1
91.236.156.62,91.236.156.0,Poltava Oblast,0.9903846153846154,0.9927884615384616,1,1,2024-06-22 13:43:31.000000,2025-01-09 14:36:33.000000,587,1409,88,11.0,21.0,1,1,1
91.236.156.94,91.236.156.0,Poltava Oblast,1.0,0.9951923076923077,1,1,2024-06-22 08:42:58.000000,2025-01-09 12:36:33.000000,1504,1482,72,11.0,31.0,1,1,1
91.236.157.136,91.236.157.0,Poltava Oblast,0.9903846153846154,1.0,1,1,2024-06-22 11:43:42.000000,2025-01-09 05:36:35.000000,166,902,72,11.0,26.0,1,1,1
91.236.157.243,91.236.157.0,Poltava Oblast,1.0,0.9951923076923077,1,1,2024-07-01 19:36:29.000000,2024-09-27 00:36:28.000000,70,68,28,10.0,30.0,1,1,1
91.236.158.126,91.236.158.0,Poltava Oblast,1.0,0.9711538461538461,1,1,2024-06-22 08:42:58.000000,2025-01-09 14:36:33.000000,1045,3093,70,8.0,32.0,1,1,1
91.236.158.57,91.236.158.0,Poltava Oblast,0.9903846153846154,0.9807692307692307,1,1,2024-06-22 08:42:58.000000,2025-01-09 14:36:33.000000,1719,5517,84,8.0,32.0,1,1,1
91.236.159.112,91.236.159.0,Cherkasy Oblast,0.0,0.0,0,1,2024-12-27 10:36:33.000000,2025-01-09 09:36:34.000000,25,0,5,11.0,15.0,1,1,0
91.236.159.254,91.236.159.0,Cherkasy Oblast,0.9813084112149533,1.0,1,1,2024-06-22 08:42:58.000000,2025-01-09 14:36:33.000000,5847,11941,100,8.0,32.0,1,1,1
91.236.159.30,91.236.159.0,Cherkasy Oblast,0.9719626168224299,0.9953271028037384,1,1,2024-06-22 10:30:25.000000,2025-01-09 14:36:33.000000,1110,2793,78,8.0,28.0,1,1,1
91.236.159.62,91.236.159.0,Cherkasy Oblast,0.9719626168224299,0.9929906542056075,1,1,2024-06-22 08:30:24.000000,2025-01-09 14:29:45.000000,683,3319,70,8.0,14.0,1,1,1
91.236.159.65,91.236.159.0,Cherkasy Oblast,0.9439252336448598,0.866822429906542,0,1,2024-07-01 00:36:29.000000,2024-11-29 18:36:32.000000,25,32,22,10.0,27.0,1,1,0
91.236.159.97,91.236.159.0,Cherkasy Oblast,0.27102803738317754,0.7570093457943925,0,1,2024-10-17 02:36:29.000000,2024-11-30 02:36:34.000000,1,6,6,10.0,15.0,1,1,0
91.236.251.2,91.236.251.0,Vinnytsia Oblast,1.0,1.0,1,1,2024-06-22 11:43:43.000000,2025-01-09 14:36:34.000000,2199,1331,63,9.0,13.0,1,1,1
91.236.251.3,91.236.251.0,Vinnytsia Oblast,1.0,1.0,1,1,2024-06-22 08:42:59.000000,2025-01-09 14:36:34.000000,26172,2846,68,9.0,32.0,1,1,1
91.236.251.43,91.236.251.0,Vinnytsia Oblast,1.0,0.9772727272727273,1,1,2024-06-22 08:42:59.000000,2025-01-09 14:36:34.000000,15957,2947,59,8.0,23.0,1,1,1
91.236.251.44,91.236.251.0,Vinnytsia Oblast,1.0,1.0,1,1,2024-07-01 11:36:30.000000,2024-12-27 08:36:33.000000,131,246,52,8.0,20.0,1,1,1
91.236.251.5,91.236.251.0,Vinnytsia Oblast,0.9545454545454546,0.9545454545454546,0,1,2024-06-22 18:43:52.000000,2025-01-09 13:36:32.000000,785,236,81,9.0,15.0,1,1,0
91.236.251.6,91.236.251.0,Vinnytsia Oblast,1.0,1.0,1,1,2024-06-22 08:42:59.000000,2025-01-09 14:36:34.000000,113943,14647,75,9.0,32.0,1,1,1
91.236.251.83,91.236.251.0,Vinnytsia Oblast,1.0,0.9545454545454546,1,1,2024-08-03 03:36:29.000000,2024-11-30 17:36:33.000000,350,602,23,9.0,12.0,1,1,1
91.237.114.2,91.237.114.0,Odesa Oblast,1.0,1.0,1,1,2024-06-22 20:43:38.000000,2025-01-09 13:36:33.000000,554,2807,67,9.0,20.0,1,1,1
91.237.114.7,91.237.114.0,Odesa Oblast,1.0,1.0,1,1,2024-06-22 09:43:35.000000,2025-01-09 14:36:34.000000,1498,5713,71,9.0,24.0,1,1,1
91.237.126.202,91.237.126.0,Odesa Oblast,0.4666666666666667,0.875,0,1,2024-06-25 00:36:30.000000,2025-01-09 12:36:34.000000,89,86,74,10.0,18.0,1,1,0
91.237.142.1,91.237.142.0,Kyiv Oblast,1.0,1.0,0,1,2024-11-01 07:36:30.000000,2025-01-09 09:36:35.000000,3431,219,23,8.0,32.0,1,1,0
91.237.142.11,91.237.142.0,Kyiv Oblast,1.0,0.9924242424242424,1,1,2024-07-01 10:36:30.000000,2025-01-09 09:36:35.000000,3368,1449,78,8.0,32.0,1,1,1
91.237.142.254,91.237.142.0,Kyiv Oblast,1.0,1.0,1,1,2024-06-22 08:43:01.000000,2025-01-09 14:36:35.000000,4493,13263,84,7.0,16.0,1,1,1
91.237.242.35,91.237.242.0,Lviv Oblast,1.0,0.875,0,1,2024-06-23 07:36:29.000000,2024-09-01 17:36:30.000000,1310,36,12,6.0,32.0,1,1,0
91.237.242.8,91.237.242.0,Lviv Oblast,1.0,1.0,0,1,2024-06-22 08:43:02.000000,2025-01-09 07:38:04.000000,3743,246,43,5.0,32.0,1,1,0
91.238.105.205,91.238.105.0,Vinnytsia Oblast,0.045454545454545456,0.0,0,1,2024-12-25 06:36:35.000000,2025-01-05 04:36:34.000000,2,1,7,10.0,15.0,1,1,0
91.238.105.98,91.238.105.0,Vinnytsia Oblast,1.0,0.7045454545454546,0,1,2024-06-22 12:01:11.000000,2024-08-31 22:36:30.000000,15,20,26,10.0,17.0,1,1,0
91.239.150.173,91.239.150.0,Vinnytsia Oblast,0.0,0.0,0,1,2024-11-01 05:36:42.000000,2024-11-25 14:36:35.000000,1,1,11,15.0,17.0,1,1,0
91.243.194.102,91.243.194.0,Cherkasy Oblast,0.9626168224299065,0.985981308411215,0,1,2024-11-14 20:36:37.000000,2024-11-29 01:40:06.000000,1,0,3,10.0,11.0,1,1,0
91.243.196.15,91.243.196.0,Dnipropetrovsk Oblast,0.7692307692307693,1.0,0,1,2024-06-22 13:00:09.000000,2025-01-09 13:49:55.000000,152,6,59,7.0,27.0,1,1,0
91.246.128.1,91.246.128.0,Poltava Oblast,1.0,1.0,0,1,2024-12-03 05:36:52.000000,2025-01-06 08:36:48.000000,7297,531,16,6.0,31.0,1,1,0
91.246.128.10,91.246.128.0,Poltava Oblast,1.0,1.0,0,1,2024-06-24 01:36:42.000000,2025-01-08 01:36:55.000000,140,191,79,10.0,11.0,1,1,0
91.246.128.14,91.246.128.0,Poltava Oblast,0.0,0.0,0,1,2024-11-27 11:36:48.000000,2025-01-06 08:36:48.000000,6717,2416,13,7.0,32.0,1,1,0
91.246.5.120,91.246.5.0,Vinnytsia Oblast,0.0,0.8863636363636364,0,1,2024-11-17 22:36:19.000000,2024-11-29 12:36:44.000000,1,1,6,15.0,20.0,1,1,0
91.247.76.1,91.247.76.0,Dnipropetrovsk Oblast,0.9615384615384616,1.0,0,1,2024-11-04 11:36:43.000000,2024-11-29 07:36:47.000000,1,1,12,9.0,20.0,1,1,0
91.247.76.10,91.247.76.0,Dnipropetrovsk Oblast,1.0,1.0,0,1,2024-07-01 21:36:44.000000,2024-11-28 00:36:47.000000,9,8,47,10.0,19.0,1,1,0
91.247.76.25,91.247.76.0,Dnipropetrovsk Oblast,0.9615384615384616,1.0,0,1,2024-08-05 02:36:44.000000,2024-09-30 12:36:43.000000,8,0,24,11.0,22.0,1,1,0
91.247.76.33,91.247.76.0,Dnipropetrovsk Oblast,1.0,0.9807692307692307,0,1,2024-06-22 08:43:31.000000,2025-01-09 14:36:49.000000,41186,2179,77,9.0,32.0,1,1,0
91.247.76.34,91.247.76.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,0,1,2024-06-22 08:43:31.000000,2025-01-09 14:36:49.000000,43321,2356,68,9.0,32.0,1,1,0
91.247.76.6,91.247.76.0,Dnipropetrovsk Oblast,1.0,1.0,0,1,2024-06-24 21:36:43.000000,2024-12-30 07:36:47.000000,8,10,81,9.0,20.0,1,1,0
91.90.15.109,91.90.15.0,Odesa Oblast,0.9666666666666667,1.0,0,1,2024-06-22 08:41:08.000000,2025-01-09 14:35:42.000000,372408,34100,78,7.0,32.0,1,1,0
91.90.15.7,91.90.15.0,Odesa Oblast,0.9666666666666667,1.0,1,1,2024-06-22 08:41:08.000000,2025-01-09 14:35:42.000000,118402,6711,79,6.0,32.0,1,1,1
91.90.15.8,91.90.15.0,Odesa Oblast,0.9666666666666667,1.0,0,1,2024-08-10 09:35:38.000000,2025-01-09 05:35:43.000000,602,22,56,7.0,31.0,1,1,0
91.90.15.98,91.90.15.0,Odesa Oblast,0.9666666666666667,1.0,1,1,2024-06-22 08:41:08.000000,2025-01-02 00:35:41.000000,147,40494,63,7.0,18.0,1,1,1
92.52.128.18,92.52.128.0,Rivne Oblast,0.0,1.0,1,1,2024-06-22 08:43:38.000000,2025-01-09 14:36:52.000000,1769,2394,72,7.0,13.0,1,1,1
92.60.176.130,92.60.176.0,Odesa Oblast,0.8,0.5583333333333333,0,1,2024-06-24 23:36:49.000000,2025-01-08 10:37:04.000000,62,133,71,10.0,26.0,1,1,0
92.60.177.153,92.60.177.0,Odesa Oblast,0.8666666666666667,1.0,1,1,2024-06-22 09:04:06.000000,2025-01-09 14:53:57.000000,10672,4326,75,10.0,32.0,1,1,1
92.60.177.154,92.60.177.0,Odesa Oblast,0.8666666666666667,1.0,0,1,2024-06-22 09:04:06.000000,2025-01-09 12:53:58.000000,6424,686,67,9.0,32.0,1,1,0
92.60.180.158,92.60.180.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-09-01 12:36:49.000000,2024-10-24 14:42:41.000000,9125,1215,23,8.0,32.0,1,1,1
92.60.182.173,92.60.182.0,Kyiv Oblast,0.6363636363636364,0.6439393939393939,1,1,2024-06-22 08:58:21.000000,2024-12-22 21:49:08.000000,3834,9064,67,12.0,32.0,1,1,1
92.60.186.109,92.60.186.0,Chernihiv Oblast,0.9166666666666666,0.8541666666666666,1,1,2024-06-22 08:42:44.000000,2025-01-09 14:52:53.000000,35056,56912,79,8.0,23.0,1,1,1
92.60.186.110,92.60.186.0,Chernihiv Oblast,0.75,0.8333333333333334,0,1,2024-12-03 19:36:52.000000,2024-12-26 07:36:54.000000,2,0,7,10.0,18.0,1,1,0
93.126.64.110,93.126.64.0,Kyiv Oblast,0.0,0.0,1,1,2024-06-22 08:42:54.000000,2025-01-09 14:38:56.000000,10804,22950,0,6.0,12.0,1,1,1
93.126.92.11,93.126.92.0,Kyiv Oblast,1.0,0.9848484848484849,1,1,2024-06-22 08:45:39.000000,2025-01-09 14:38:56.000000,4776,5686,74,7.0,24.0,1,1,1
93.127.4.20,93.127.4.0,Odesa Oblast,0.9666666666666667,0.9916666666666667,0,1,2024-07-01 14:38:21.000000,2024-11-27 20:38:53.000000,1,46,48,10.0,31.0,1,1,0
93.127.45.82,93.127.45.0,Dnipropetrovsk Oblast,0.0,0.019230769230769232,0,1,2024-11-01 00:38:24.000000,2024-11-30 17:38:56.000000,2,0,10,10.0,17.0,1,1,0
93.170.1.65,93.170.1.0,Zaporizhzhia Oblast,0.625,0.84375,0,1,2024-09-02 18:38:26.000000,2025-01-09 11:34:32.000000,178,4,42,8.0,30.0,1,1,0
93.170.216.119,93.170.216.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9423076923076923,1,1,2024-06-22 08:50:57.000000,2025-01-09 14:43:25.000000,134166,15549,73,7.0,32.0,1,1,1
93.170.216.127,93.170.216.0,Dnipropetrovsk Oblast,1.0,0.9711538461538461,1,1,2024-06-22 08:45:47.000000,2025-01-09 14:39:08.000000,6010,403,84,10.0,28.0,1,1,1
93.170.216.222,93.170.216.0,Dnipropetrovsk Oblast,0.8461538461538461,0.9230769230769231,0,1,2024-10-03 04:38:30.000000,2024-10-27 03:38:27.000000,28,3,14,10.0,32.0,1,1,0
93.170.216.242,93.170.216.0,Dnipropetrovsk Oblast,0.8461538461538461,0.8269230769230769,1,1,2024-06-22 08:45:47.000000,2025-01-09 12:39:08.000000,1408,2312,64,11.0,28.0,1,1,1
93.170.25.2,93.170.25.0,Lviv Oblast,0.8333333333333334,1.0,1,1,2024-06-22 08:45:45.000000,2025-01-09 14:39:04.000000,2697,2250,67,6.0,25.0,1,1,1
93.170.25.34,93.170.25.0,Lviv Oblast,0.6666666666666666,0.9166666666666666,1,1,2024-06-22 12:46:35.000000,2025-01-09 14:39:04.000000,928,631,73,7.0,31.0,1,1,1
93.171.128.3,93.171.128.0,Dnipropetrovsk Oblast,0.9615384615384616,0.8557692307692307,0,1,2024-06-22 11:02:01.000000,2025-01-09 04:51:52.000000,58,254,79,6.0,25.0,1,1,0
93.171.154.45,93.171.154.0,Lviv Oblast,0.8333333333333334,1.0,1,1,2024-06-22 11:04:54.000000,2025-01-09 13:54:12.000000,554,1177,60,7.0,20.0,1,1,1
93.171.170.250,93.171.170.0,Mykolaiv Oblast,0.631578947368421,0.4473684210526316,1,1,2024-06-22 08:45:46.000000,2025-01-09 14:39:09.000000,7454,3882,34,6.0,32.0,1,1,1
93.171.170.252,93.171.170.0,Mykolaiv Oblast,0.0,0.27631578947368424,1,1,2024-08-17 08:38:32.000000,2025-01-09 14:39:08.000000,3017,2507,37,6.0,11.0,1,1,1
93.171.170.253,93.171.170.0,Mykolaiv Oblast,0.7894736842105263,0.7236842105263158,1,1,2024-06-22 08:45:49.000000,2025-01-09 14:39:09.000000,4517,2954,36,6.0,27.0,1,1,1
93.171.172.10,93.171.172.0,Dnipropetrovsk Oblast,0.5769230769230769,0.4519230769230769,1,1,2024-06-22 08:45:52.000000,2025-01-09 14:39:13.000000,44100,3355,81,9.0,32.0,1,1,1
93.171.172.11,93.171.172.0,Dnipropetrovsk Oblast,0.9615384615384616,0.9230769230769231,1,1,2024-06-22 14:46:42.000000,2025-01-09 04:39:21.000000,5163,492,82,9.0,32.0,1,1,1
93.171.212.163,93.171.212.0,Vinnytsia Oblast,0.4090909090909091,0.3181818181818182,0,1,2025-01-01 22:39:01.000000,2025-01-08 12:39:08.000000,4,4,3,10.0,12.0,1,1,0
93.171.224.4,93.171.224.0,Vinnytsia Oblast,0.8181818181818182,0.8863636363636364,1,1,2024-06-22 18:46:51.000000,2025-01-09 14:39:09.000000,153,379,79,9.0,32.0,1,1,1
93.171.224.5,93.171.224.0,Vinnytsia Oblast,0.8181818181818182,0.8863636363636364,1,1,2024-06-22 09:46:31.000000,2025-01-09 09:39:11.000000,351,513,77,9.0,27.0,1,1,1
93.171.224.9,93.171.224.0,Vinnytsia Oblast,0.9090909090909091,0.9090909090909091,0,1,2024-06-22 16:46:45.000000,2025-01-09 10:39:12.000000,116,117,50,9.0,27.0,1,1,0
93.171.225.227,93.171.225.0,Dnipropetrovsk Oblast,0.5769230769230769,0.6923076923076923,1,1,2024-06-23 04:38:30.000000,2025-01-08 22:39:08.000000,16,48,59,8.0,22.0,1,1,1
93.171.225.33,93.171.225.0,Dnipropetrovsk Oblast,0.46153846153846156,0.6057692307692307,0,1,2024-06-23 04:38:30.000000,2025-01-07 12:39:10.000000,554,46,59,8.0,32.0,1,1,0
93.171.225.41,93.171.225.0,Dnipropetrovsk Oblast,0.7692307692307693,0.9423076923076923,1,1,2024-06-22 08:45:48.000000,2025-01-09 14:40:26.000000,7056,4067,77,7.0,32.0,1,1,1
93.171.225.47,93.171.225.0,Dnipropetrovsk Oblast,0.34615384615384615,0.5865384615384616,0,1,2024-06-25 10:38:30.000000,2024-12-30 09:39:05.000000,150,17,55,9.0,32.0,1,1,0
93.171.243.19,93.171.243.0,Lviv Oblast,0.0,0.4166666666666667,1,1,2024-07-20 10:36:17.000000,2025-01-09 14:36:22.000000,9297,5443,78,6.0,32.0,1,1,1
93.171.243.27,93.171.243.0,Lviv Oblast,0.16666666666666666,0.4166666666666667,1,1,2024-06-22 08:42:33.000000,2025-01-09 13:36:20.000000,1932,1547,87,6.0,32.0,1,1,1
93.171.243.36,93.171.243.0,Kyiv Oblast,0.9696969696969697,0.9772727272727273,1,1,2024-06-22 09:46:31.000000,2025-01-09 10:39:12.000000,1713,910,77,6.0,26.0,1,1,1
93.171.243.59,93.171.243.0,Kyiv Oblast,1.0,0.9696969696969697,1,1,2024-06-22 12:46:41.000000,2025-01-09 14:36:22.000000,2341,2125,79,6.0,24.0,1,1,1
93.171.243.60,93.171.243.0,Kyiv Oblast,0.9696969696969697,0.946969696969697,1,1,2024-06-22 08:45:49.000000,2025-01-09 12:39:10.000000,1936,1786,70,6.0,30.0,1,1,1
93.171.243.67,93.171.243.0,Lviv Oblast,0.0,0.5416666666666666,1,1,2024-06-22 09:46:32.000000,2025-01-07 19:39:12.000000,221,692,60,6.0,29.0,1,1,1
93.171.243.9,93.171.243.0,Kyiv Oblast,0.9696969696969697,0.9772727272727273,1,1,2024-06-22 08:45:48.000000,2025-01-09 05:39:14.000000,663,608,60,6.0,31.0,1,1,1
93.171.247.218,93.171.247.0,Lviv Oblast,1.0,0.9583333333333334,0,1,2024-06-22 08:42:33.000000,2024-07-31 09:38:30.000000,1280,691,10,10.0,19.0,1,1,0
93.171.249.2,93.171.249.0,Zhytomyr Oblast,1.0,0.9375,1,1,2024-06-22 08:45:49.000000,2025-01-09 14:39:10.000000,1630,11138,59,6.0,27.0,1,1,1
93.178.204.138,93.178.204.0,Dnipropetrovsk Oblast,0.5,0.7596153846153846,1,1,2024-06-22 08:42:39.000000,2025-01-09 14:52:14.000000,38257,17827,71,6.0,27.0,1,1,1
93.178.204.193,93.178.204.0,Chernihiv Oblast,0.5,0.4791666666666667,1,1,2024-10-09 10:38:30.000000,2024-10-31 17:38:36.000000,7,0,10,6.0,10.0,1,1,1
93.178.204.194,93.178.204.0,Chernihiv Oblast,0.3333333333333333,0.2916666666666667,1,1,2024-06-22 08:39:57.000000,2025-01-09 14:53:36.000000,7471,62804,64,7.0,18.0,1,1,1
93.178.204.234,93.178.204.0,Dnipropetrovsk Oblast,0.46153846153846156,0.7788461538461539,1,1,2024-06-22 08:45:51.000000,2025-01-09 14:33:16.000000,2570,382,73,7.0,26.0,1,1,1
93.178.205.129,93.178.205.0,Dnipropetrovsk Oblast,0.4230769230769231,0.6153846153846154,1,1,2024-06-22 22:38:34.000000,2024-07-30 10:38:33.000000,17,0,18,9.0,31.0,1,1,1
93.178.205.130,93.178.205.0,Dnipropetrovsk Oblast,0.8846153846153846,0.7019230769230769,1,1,2024-06-22 08:45:53.000000,2025-01-09 14:45:46.000000,3053,6027,59,8.0,32.0,1,1,1
93.178.205.142,93.178.205.0,Dnipropetrovsk Oblast,0.8076923076923077,0.7115384615384616,1,1,2024-06-22 09:00:03.000000,2025-01-09 14:50:26.000000,104,13341,62,9.0,26.0,1,1,1
93.178.205.238,93.178.205.0,Dnipropetrovsk Oblast,0.8461538461538461,0.7403846153846154,1,1,2024-06-22 09:00:22.000000,2025-01-09 14:48:48.000000,4678,2184,64,6.0,23.0,1,1,1
93.178.205.242,93.178.205.0,Zaporizhzhia Oblast,0.75,0.5625,1,1,2024-09-04 07:38:32.000000,2024-09-30 14:38:37.000000,16,2,11,10.0,13.0,1,1,1
93.178.221.243,93.178.221.0,Poltava Oblast,0.3557692307692308,0.3269230769230769,1,1,2024-06-22 08:38:28.000000,2025-01-09 14:34:04.000000,468,34984,66,9.0,19.0,1,1,1
93.178.222.1,93.178.222.0,Dnipropetrovsk Oblast,0.8076923076923077,0.8076923076923077,0,1,2024-06-23 10:33:13.000000,2025-01-09 03:33:21.000000,11,68,75,8.0,32.0,1,1,0
93.178.222.131,93.178.222.0,Dnipropetrovsk Oblast,0.6923076923076923,0.8461538461538461,1,1,2024-06-22 10:55:01.000000,2025-01-09 14:45:46.000000,1542,1502,78,10.0,28.0,1,1,1
93.178.222.2,93.178.222.0,Dnipropetrovsk Oblast,0.8846153846153846,0.8173076923076923,1,1,2024-06-22 13:37:01.000000,2025-01-09 14:33:16.000000,950,1094,78,8.0,27.0,1,1,1
93.178.222.3,93.178.222.0,Dnipropetrovsk Oblast,0.7692307692307693,0.7211538461538461,1,1,2024-06-22 12:37:09.000000,2025-01-09 12:33:16.000000,1106,1102,71,8.0,24.0,1,1,1
93.178.222.4,93.178.222.0,Dnipropetrovsk Oblast,0.8461538461538461,0.7211538461538461,0,1,2024-06-23 10:33:13.000000,2025-01-09 03:39:27.000000,67,0,76,9.0,25.0,1,1,0
93.178.222.5,93.178.222.0,Dnipropetrovsk Oblast,0.7307692307692307,0.6634615384615384,1,1,2024-06-22 15:46:20.000000,2025-01-09 13:33:15.000000,193,162,76,8.0,31.0,1,1,1
93.178.223.209,93.178.223.0,Dnipropetrovsk Oblast,0.3076923076923077,0.5673076923076923,1,1,2024-09-02 06:38:33.000000,2024-09-27 23:38:36.000000,19,0,17,7.0,10.0,1,1,1
93.178.223.210,93.178.223.0,Dnipropetrovsk Oblast,0.5769230769230769,0.7307692307692307,1,1,2024-06-22 08:42:04.000000,2024-12-19 23:52:05.000000,113107,62504,68,8.0,21.0,1,1,1
93.178.223.211,93.178.223.0,Dnipropetrovsk Oblast,0.5769230769230769,0.7211538461538461,1,1,2024-06-22 08:42:04.000000,2024-12-19 23:53:22.000000,93897,71357,67,8.0,24.0,1,1,1
93.178.223.246,93.178.223.0,Dnipropetrovsk Oblast,0.5384615384615384,0.6538461538461539,1,1,2024-06-22 23:38:35.000000,2025-01-08 22:39:13.000000,59,243,53,9.0,20.0,1,1,1
93.178.230.66,93.178.230.0,Odesa Oblast,0.36666666666666664,0.5666666666666667,1,1,2024-06-22 08:39:53.000000,2025-01-09 14:53:48.000000,789881,142177,90,6.0,30.0,1,1,1
93.178.230.70,93.178.230.0,Odesa Oblast,0.16666666666666666,0.35,1,1,2024-06-22 08:55:48.000000,2025-01-09 14:47:22.000000,389634,30964,69,6.0,29.0,1,1,1
93.178.230.82,93.178.230.0,Dnipropetrovsk Oblast,0.6923076923076923,0.7884615384615384,1,1,2024-06-22 10:46:31.000000,2025-01-09 06:43:32.000000,263,392,82,8.0,31.0,1,1,1
93.178.232.129,93.178.232.0,Mykolaiv Oblast,0.7368421052631579,0.7236842105263158,1,1,2024-10-01 09:38:35.000000,2024-10-29 18:33:13.000000,8,0,12,6.0,12.0,1,1,1
93.178.232.130,93.178.232.0,Mykolaiv Oblast,0.7368421052631579,0.6973684210526315,1,1,2024-06-22 08:36:54.000000,2025-01-09 14:53:49.000000,65091,4327,70,7.0,22.0,1,1,1
93.178.232.161,93.178.232.0,Zaporizhzhia Oblast,0.25,0.75,1,1,2024-06-22 21:39:46.000000,2025-01-09 11:39:15.000000,3386,516,67,9.0,32.0,1,1,1
93.178.232.162,93.178.232.0,Zaporizhzhia Oblast,0.125,0.75,1,1,2024-06-22 08:45:52.000000,2025-01-09 14:39:13.000000,796,3190,59,8.0,32.0,1,1,1
93.178.232.213,93.178.232.0,Zaporizhzhia Oblast,0.375,0.78125,1,1,2024-09-01 13:38:35.000000,2024-09-29 13:38:35.000000,6,0,14,11.0,30.0,1,1,1
93.178.232.214,93.178.232.0,Zaporizhzhia Oblast,0.25,0.65625,1,1,2024-06-22 08:39:15.000000,2024-10-30 15:38:37.000000,161700,28947,51,8.0,31.0,1,1,1
93.178.232.55,93.178.232.0,Kyiv Oblast,0.0,0.05303030303030303,0,1,2024-06-23 06:38:35.000000,2024-06-28 00:36:23.000000,1194,70,4,10.0,24.0,1,1,0
93.178.253.138,93.178.253.0,Lviv Oblast,0.0,0.875,1,1,2024-07-01 05:38:38.000000,2024-10-31 04:38:35.000000,4,519,46,9.0,19.0,1,1,1
93.178.254.146,93.178.254.0,Lviv Oblast,0.8333333333333334,0.9583333333333334,1,1,2024-06-23 20:38:39.000000,2025-01-09 13:39:14.000000,200,470,70,9.0,18.0,1,1,1
93.178.254.50,93.178.254.0,Lviv Oblast,0.5,0.9583333333333334,1,1,2024-06-23 14:49:48.000000,2025-01-05 14:39:14.000000,6,89,26,9.0,23.0,1,1,1
93.178.255.114,93.178.255.0,Lviv Oblast,1.0,0.9583333333333334,1,1,2024-06-22 13:46:34.000000,2025-01-09 10:39:18.000000,301,442,71,6.0,26.0,1,1,1
93.178.255.34,93.178.255.0,Lviv Oblast,1.0,0.9583333333333334,0,1,2024-10-01 23:32:09.000000,2024-10-28 17:38:37.000000,1,1,9,9.0,21.0,1,1,0
93.185.214.22,93.185.214.0,Zhytomyr Oblast,0.75,1.0,1,1,2024-06-22 08:57:47.000000,2025-01-09 14:50:31.000000,16659,14762,68,8.0,26.0,1,1,1
