ip,prefix24,oblast,power_availability,normal_availability,itdk_202408_T,own_traceroute_intermediate,first_seen,last_seen,intermediate_observation_n,terminal_non_target_observation_n,target_address_observation_n,hop_position_min,hop_position_max,frozen_own_traceroute_intermediate,rebuilt_own_traceroute_intermediate,caida_itdk_202408_transit
77.52.66.206,77.52.66.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 09:37:30.000000,2025-01-09 14:33:22.000000,3893,89,74,5.0,18.0,1,1,1
77.52.66.207,77.52.66.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 13:37:14.000000,2025-01-09 14:33:22.000000,1858,2955,54,6.0,17.0,1,1,1
77.52.66.77,77.52.66.0,Kyiv Oblast,1.0,1.0,1,1,2024-06-22 09:37:27.000000,2025-01-09 14:33:23.000000,8802,262,68,5.0,12.0,1,1,1
77.52.66.78,77.52.66.0,Kyiv Oblast,1.0,0.9772727272727273,1,1,2024-06-22 09:37:27.000000,2025-01-09 14:33:23.000000,1933,7856,61,6.0,13.0,1,1,1
77.52.67.25,77.52.67.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-22 09:37:30.000000,2025-01-09 12:33:24.000000,46,71,66,6.0,9.0,1,1,0
77.52.67.29,77.52.67.0,Zakarpattia Oblast,1.0,1.0,1,1,2024-06-23 09:33:20.000000,2025-01-06 04:33:24.000000,52,70,97,5.0,10.0,1,1,1
77.52.67.33,77.52.67.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-25 13:33:22.000000,2025-01-08 15:33:23.000000,38,67,65,5.0,8.0,1,1,0
77.52.67.37,77.52.67.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-22 23:33:22.000000,2025-01-09 04:33:25.000000,54,80,82,5.0,8.0,1,1,0
77.52.68.153,77.52.68.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-22 11:37:35.000000,2025-01-08 20:33:24.000000,52,95,66,6.0,12.0,1,1,0
77.52.68.185,77.52.68.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 08:45:52.000000,2025-01-09 14:53:28.000000,352724,13790,68,5.0,12.0,1,1,1
77.52.68.186,77.52.68.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 08:45:52.000000,2025-01-09 14:53:28.000000,123077,270924,88,6.0,14.0,1,1,1
77.52.68.209,77.52.68.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-23 13:33:21.000000,2025-01-09 05:33:26.000000,59,67,77,6.0,17.0,1,1,0
77.52.68.213,77.52.68.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-23 06:33:21.000000,2025-01-07 13:33:25.000000,63,54,75,6.0,12.0,1,1,0
77.52.68.217,77.52.68.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-23 01:33:21.000000,2025-01-09 06:33:25.000000,64,90,72,6.0,17.0,1,1,0
77.52.68.221,77.52.68.0,Zakarpattia Oblast,1.0,1.0,1,1,2024-06-22 11:37:35.000000,2025-01-09 08:33:28.000000,61,66,71,5.0,10.0,1,1,1
77.52.68.225,77.52.68.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-22 08:37:10.000000,2025-01-08 22:33:23.000000,73,69,82,6.0,16.0,1,1,0
77.52.69.33,77.52.69.0,Zakarpattia Oblast,1.0,1.0,0,1,2024-06-23 03:33:21.000000,2025-01-05 12:33:24.000000,58,57,68,5.0,15.0,1,1,0
77.52.70.161,77.52.70.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-12-03 07:33:25.000000,2025-01-09 14:53:31.000000,31102,2421,17,6.0,14.0,1,1,0
77.52.70.186,77.52.70.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-20 08:36:09.000000,2025-01-09 14:53:15.000000,90434,49140,9,7.0,9.0,1,1,0
77.52.70.73,77.52.70.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-10-14 02:33:22.000000,2025-01-09 14:53:58.000000,962,108,38,5.0,26.0,1,1,0
77.52.70.74,77.52.70.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-01 00:33:23.000000,2025-01-09 14:53:58.000000,537,351,9,7.0,29.0,1,1,0
77.52.70.76,77.52.70.0,Dnipropetrovsk Oblast,0.0,0.0,0,1,2024-12-01 19:33:24.000000,2025-01-09 14:53:58.000000,73,45,13,7.0,13.0,1,1,0
77.75.146.182,77.75.146.0,Zhytomyr Oblast,1.0,0.875,1,1,2024-06-22 08:58:38.000000,2025-01-09 14:49:29.000000,2704,11616,80,6.0,13.0,1,1,1
77.75.149.34,77.75.149.0,Kirovohrad Oblast,1.0,1.0,1,1,2024-06-22 08:33:18.000000,2024-11-22 23:33:27.000000,1617,3731,52,10.0,13.0,1,1,1
77.75.149.38,77.75.149.0,Kirovohrad Oblast,1.0,0.9907407407407407,1,1,2024-06-22 10:33:27.000000,2025-01-09 14:31:17.000000,6613,12518,74,9.0,14.0,1,1,1
77.75.149.41,77.75.149.0,Lviv Oblast,1.0,1.0,1,1,2024-07-02 18:29:46.000000,2024-11-29 01:33:29.000000,31668,4868,74,6.0,10.0,1,1,1
77.75.150.145,77.75.150.0,Vinnytsia Oblast,0.8181818181818182,1.0,1,1,2024-06-22 09:37:41.000000,2025-01-09 11:33:30.000000,1103,72,84,8.0,31.0,1,1,1
77.75.150.146,77.75.150.0,Vinnytsia Oblast,0.8181818181818182,0.9545454545454546,1,1,2024-06-22 08:30:24.000000,2025-01-09 13:29:44.000000,1386,2268,70,9.0,30.0,1,1,1
77.75.151.17,77.75.151.0,Lviv Oblast,1.0,1.0,0,1,2024-06-22 08:42:29.000000,2024-12-31 06:33:29.000000,4792,243,83,6.0,32.0,1,1,0
77.75.151.18,77.75.151.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 08:42:29.000000,2025-01-09 14:36:20.000000,74972,9322,61,5.0,32.0,1,1,1
77.88.211.175,77.88.211.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 08:30:21.000000,2025-01-09 14:50:33.000000,66229,76864,88,6.0,17.0,1,1,1
77.88.211.177,77.88.211.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 12:37:41.000000,2024-12-27 13:33:30.000000,107,79,72,8.0,29.0,1,1,1
77.88.211.179,77.88.211.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 08:30:21.000000,2025-01-09 14:51:49.000000,53252,53909,64,8.0,19.0,1,1,1
77.88.211.205,77.88.211.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 08:30:21.000000,2025-01-09 14:39:18.000000,24069,30341,62,8.0,15.0,1,1,1
77.88.248.139,77.88.248.0,Khmelnytskyi Oblast,1.0,0.9883720930232558,1,1,2024-06-22 08:30:42.000000,2025-01-09 14:33:42.000000,264785,87727,0,6.0,13.0,1,1,1
77.88.248.93,77.88.248.0,Lviv Oblast,1.0,1.0,1,1,2024-06-22 08:37:33.000000,2025-01-09 14:33:42.000000,189203,206028,0,6.0,13.0,1,1,1
77.93.34.142,77.93.34.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 09:02:21.000000,2025-01-09 14:52:35.000000,3046,10779,69,9.0,12.0,1,1,1
77.93.34.2,77.93.34.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:35:19.000000,2025-01-09 14:32:19.000000,5787,24860,69,9.0,21.0,1,1,1
77.93.34.73,77.93.34.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2025-01-01 22:33:32.000000,2025-01-09 09:33:33.000000,15,0,1,8.0,28.0,1,1,0
77.93.34.74,77.93.34.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-07-01 04:33:29.000000,2024-11-29 09:33:31.000000,4208,3039,58,8.0,12.0,1,1,1
77.93.35.182,77.93.35.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-03 17:33:30.000000,2024-07-25 01:33:30.000000,1,1,3,12.0,13.0,1,1,0
77.93.35.200,77.93.35.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-01 00:33:30.000000,2024-07-16 21:33:29.000000,5,5,3,12.0,13.0,1,1,0
77.93.35.210,77.93.35.0,Zaporizhzhia Oblast,0.125,0.0,0,1,2024-07-18 01:33:30.000000,2024-07-31 13:33:29.000000,49,490,1,12.0,32.0,1,1,0
77.93.35.30,77.93.35.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-04 00:33:28.000000,2024-07-25 04:33:29.000000,9,9,8,12.0,13.0,1,1,0
77.93.35.39,77.93.35.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-01 11:33:31.000000,2024-07-04 05:33:30.000000,2,2,2,12.0,13.0,1,1,0
77.93.35.40,77.93.35.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-01 17:33:31.000000,2024-07-22 17:33:31.000000,10,1,5,12.0,32.0,1,1,0
77.93.35.72,77.93.35.0,Zaporizhzhia Oblast,0.125,0.0,0,1,2024-06-23 11:33:30.000000,2024-06-30 23:33:31.000000,282,2,1,12.0,32.0,1,1,0
77.93.35.99,77.93.35.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-28 06:33:29.000000,2024-06-29 10:33:30.000000,3,3,1,12.0,13.0,1,1,0
77.93.37.229,77.93.37.0,Zaporizhzhia Oblast,0.875,0.9375,0,1,2024-12-03 14:33:33.000000,2025-01-07 03:33:33.000000,8,1,13,9.0,13.0,1,1,0
77.93.39.22,77.93.39.0,Zaporizhzhia Oblast,0.0,0.46875,0,1,2024-08-07 06:33:29.000000,2024-08-27 16:33:29.000000,4,0,10,12.0,18.0,1,1,0
77.93.40.66,77.93.40.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 15:37:43.000000,2025-01-09 14:35:53.000000,2257,8884,71,8.0,29.0,1,1,1
77.93.40.73,77.93.40.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2024-08-03 11:33:30.000000,2024-11-26 03:35:52.000000,118,22,42,8.0,32.0,1,1,0
77.93.40.75,77.93.40.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:27.000000,2025-01-09 12:33:32.000000,660,2987,70,7.0,12.0,1,1,1
77.93.40.78,77.93.40.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:27.000000,2025-01-09 14:33:33.000000,18894,14344,76,8.0,32.0,1,1,1
77.93.40.82,77.93.40.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:27.000000,2025-01-09 14:33:33.000000,27080,28530,71,8.0,31.0,1,1,1
77.93.40.83,77.93.40.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:27.000000,2025-01-09 14:33:33.000000,33926,45885,63,8.0,13.0,1,1,1
77.93.40.84,77.93.40.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 09:02:15.000000,2025-01-09 11:33:33.000000,727,794,72,8.0,13.0,1,1,1
77.93.40.86,77.93.40.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:37:27.000000,2025-01-09 14:50:21.000000,20671,10355,76,7.0,31.0,1,1,1
77.93.40.88,77.93.40.0,Zaporizhzhia Oblast,1.0,0.96875,1,1,2024-06-22 08:37:27.000000,2025-01-09 14:33:32.000000,9404,13040,67,7.0,13.0,1,1,1
77.93.41.174,77.93.41.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:35:18.000000,2025-01-09 14:32:19.000000,23857,9253,66,8.0,13.0,1,1,1
77.93.41.22,77.93.41.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-10-03 08:33:30.000000,2024-11-30 13:33:31.000000,162,187,27,8.0,11.0,1,1,1
77.93.41.74,77.93.41.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 08:59:47.000000,2025-01-09 14:50:19.000000,8255,20878,71,6.0,32.0,1,1,1
77.93.42.70,77.93.42.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2024-06-22 22:33:30.000000,2024-09-30 22:33:29.000000,1857,131,34,12.0,32.0,1,1,0
77.93.43.142,77.93.43.0,Zaporizhzhia Oblast,1.0,0.8125,1,1,2024-06-22 14:37:56.000000,2025-01-09 04:33:34.000000,198,187,95,9.0,14.0,1,1,1
77.93.43.2,77.93.43.0,Zaporizhzhia Oblast,1.0,1.0,0,1,2024-06-22 18:37:51.000000,2024-07-30 02:33:30.000000,474,48,21,12.0,32.0,1,1,0
77.93.44.34,77.93.44.0,Zaporizhzhia Oblast,1.0,1.0,1,1,2024-06-22 14:03:27.000000,2025-01-09 11:52:47.000000,423,878,73,9.0,12.0,1,1,1
77.93.49.104,77.93.49.0,Zaporizhzhia Oblast,0.125,0.0,0,1,2024-07-09 17:33:31.000000,2024-07-29 22:33:30.000000,1,1,6,12.0,13.0,1,1,0
77.93.49.112,77.93.49.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-22 08:37:27.000000,2024-06-25 08:33:31.000000,73,77,2,12.0,13.0,1,1,0
77.93.49.155,77.93.49.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-25 21:33:30.000000,2024-06-26 01:33:29.000000,10,10,0,12.0,13.0,1,1,0
77.93.49.178,77.93.49.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-02 01:33:29.000000,2024-07-02 12:33:30.000000,2,2,1,12.0,13.0,1,1,0
77.93.49.208,77.93.49.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-21 04:33:30.000000,2024-07-21 11:33:31.000000,16,0,0,12.0,22.0,1,1,0
77.93.49.62,77.93.49.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-05 05:33:30.000000,2024-07-12 09:33:30.000000,3,3,1,12.0,13.0,1,1,0
77.93.50.145,77.93.50.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-25 01:33:30.000000,2024-07-18 07:33:30.000000,129,135,6,12.0,13.0,1,1,0
77.93.50.18,77.93.50.0,Zaporizhzhia Oblast,0.125,0.0,0,1,2024-07-11 12:33:30.000000,2024-07-30 15:33:29.000000,7,7,5,12.0,13.0,1,1,0
77.93.50.62,77.93.50.0,Zaporizhzhia Oblast,0.125,0.0,0,1,2024-07-03 07:33:29.000000,2024-07-29 22:33:30.000000,324,34,7,12.0,32.0,1,1,0
77.93.50.85,77.93.50.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-25 08:33:31.000000,2024-06-30 00:33:30.000000,16,16,1,12.0,13.0,1,1,0
77.93.51.114,77.93.51.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-25 21:33:30.000000,2024-06-26 10:33:29.000000,16,16,1,12.0,13.0,1,1,0
77.93.51.153,77.93.51.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-01 00:33:31.000000,2024-07-21 08:33:31.000000,3,3,3,12.0,13.0,1,1,0
77.93.51.200,77.93.51.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-14 00:33:30.000000,2024-07-17 20:33:31.000000,25,25,4,12.0,13.0,1,1,0
77.93.51.31,77.93.51.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-28 02:33:31.000000,2024-06-28 08:33:31.000000,16,16,0,12.0,13.0,1,1,0
77.93.51.63,77.93.51.0,Zaporizhzhia Oblast,0.125,0.0,0,1,2024-07-13 09:33:29.000000,2024-07-31 13:33:29.000000,595,614,9,12.0,19.0,1,1,0
77.93.52.100,77.93.52.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-07 04:33:30.000000,2024-07-11 06:33:30.000000,10,10,1,12.0,13.0,1,1,0
77.93.52.196,77.93.52.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-02 09:33:29.000000,2024-07-02 10:33:30.000000,40,4,0,12.0,32.0,1,1,0
77.93.52.226,77.93.52.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-05 23:33:31.000000,2024-07-19 22:33:30.000000,15,16,4,12.0,13.0,1,1,0
77.93.52.244,77.93.52.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-07 03:33:29.000000,2024-07-14 07:33:30.000000,3,3,1,12.0,13.0,1,1,0
77.93.52.32,77.93.52.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-08 17:33:31.000000,2024-07-18 14:33:31.000000,7,7,4,12.0,13.0,1,1,0
77.93.52.57,77.93.52.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-01 15:33:30.000000,2024-07-15 02:33:31.000000,14,24,1,12.0,13.0,1,1,0
77.93.52.93,77.93.52.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-22 10:37:45.000000,2024-06-30 13:33:30.000000,308,10,0,11.0,12.0,1,1,0
77.93.58.232,77.93.58.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-22 08:37:28.000000,2024-06-28 07:33:31.000000,319,325,5,11.0,16.0,1,1,0
77.93.58.87,77.93.58.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-06-28 17:33:31.000000,2024-06-29 18:33:30.000000,17,17,1,12.0,13.0,1,1,0
77.93.62.105,77.93.62.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-25 20:33:30.000000,2024-07-25 20:33:30.000000,2,2,0,12.0,13.0,1,1,0
77.93.62.130,77.93.62.0,Zaporizhzhia Oblast,0.125,0.0,0,1,2024-07-26 16:33:30.000000,2024-07-29 16:33:30.000000,70,71,3,12.0,13.0,1,1,0
77.93.62.177,77.93.62.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-22 16:33:31.000000,2024-07-23 03:33:30.000000,109,2,0,12.0,28.0,1,1,0
77.93.62.192,77.93.62.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-23 08:33:31.000000,2024-07-23 11:33:31.000000,12,0,0,12.0,12.0,1,1,0
77.93.62.55,77.93.62.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-05 23:33:31.000000,2024-07-22 01:33:30.000000,302,304,7,12.0,14.0,1,1,0
77.93.62.56,77.93.62.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-19 11:33:31.000000,2024-07-23 18:33:30.000000,9,0,2,12.0,12.0,1,1,0
77.93.62.6,77.93.62.0,Zaporizhzhia Oblast,0.0,0.0,0,1,2024-07-10 21:33:30.000000,2024-07-24 06:33:31.000000,9,9,3,12.0,13.0,1,1,0
78.109.18.89,78.109.18.0,Odesa Oblast,1.0,0.9916666666666667,1,1,2024-06-22 12:39:08.000000,2025-01-09 14:34:11.000000,579,1281,70,7.0,16.0,1,1,1
78.111.176.102,78.111.176.0,Odesa Oblast,0.5333333333333333,0.041666666666666664,0,1,2024-06-22 08:38:45.000000,2024-07-10 23:34:09.000000,371,486,6,10.0,12.0,1,1,0
78.111.183.1,78.111.183.0,Odesa Oblast,0.5333333333333333,0.041666666666666664,0,1,2024-06-22 09:39:09.000000,2024-07-10 21:34:09.000000,2022,195,9,10.0,32.0,1,1,0
78.111.183.11,78.111.183.0,Odesa Oblast,0.5333333333333333,0.041666666666666664,0,1,2024-06-22 09:39:09.000000,2024-07-10 21:34:09.000000,2212,37,6,11.0,31.0,1,1,0
78.111.215.138,78.111.215.0,Dnipropetrovsk Oblast,1.0,0.9903846153846154,1,1,2024-07-02 05:34:10.000000,2025-01-09 14:39:13.000000,44761,4445,48,8.0,32.0,1,1,1
78.111.215.197,78.111.215.0,Kyiv Oblast,1.0,0.9772727272727273,1,1,2024-10-01 18:34:09.000000,2024-10-31 14:34:10.000000,10,1,16,6.0,18.0,1,1,1
78.111.215.198,78.111.215.0,Kyiv Oblast,0.9090909090909091,0.9696969696969697,1,1,2024-06-22 08:38:28.000000,2025-01-09 14:34:48.000000,3816,83810,81,7.0,16.0,1,1,1
78.111.215.202,78.111.215.0,Dnipropetrovsk Oblast,1.0,1.0,1,1,2024-06-22 10:54:12.000000,2025-01-09 14:45:23.000000,407,8553,70,10.0,16.0,1,1,1
78.111.215.35,78.111.215.0,Zaporizhzhia Oblast,0.875,1.0,1,1,2024-06-22 08:33:15.000000,2025-01-09 14:51:17.000000,29694,86268,74,8.0,13.0,1,1,1
78.111.215.37,78.111.215.0,Zaporizhzhia Oblast,1.0,0.78125,1,1,2024-06-22 08:33:15.000000,2025-01-09 14:48:39.000000,24621,109966,62,8.0,32.0,1,1,1
78.137.0.42,78.137.0.0,Cherkasy Oblast,1.0,1.0,1,1,2024-06-22 08:41:57.000000,2025-01-09 14:36:50.000000,63637,1198,76,6.0,8.0,1,1,1
78.137.1.151,78.137.1.0,Cherkasy Oblast,0.9719626168224299,1.0,0,1,2024-06-22 14:02:35.000000,2025-01-09 00:34:20.000000,1091,75,59,6.0,32.0,1,1,0
78.137.2.30,78.137.2.0,Cherkasy Oblast,1.0,1.0,1,1,2024-06-22 09:00:26.000000,2025-01-09 13:50:57.000000,1025,1822,66,6.0,9.0,1,1,1
78.137.2.70,78.137.2.0,Cherkasy Oblast,0.9719626168224299,0.9602803738317757,1,1,2024-06-23 12:34:10.000000,2025-01-09 13:34:12.000000,224,73,85,6.0,11.0,1,1,1
78.137.2.82,78.137.2.0,Cherkasy Oblast,0.8691588785046729,0.9929906542056075,1,1,2024-06-23 01:50:33.000000,2025-01-09 14:34:13.000000,186,145,84,6.0,12.0,1,1,1
78.152.160.193,78.152.160.0,Khmelnytskyi Oblast,0.9534883720930233,0.8313953488372093,1,1,2024-06-22 08:36:35.000000,2025-01-09 14:34:15.000000,140103,90596,71,8.0,14.0,1,1,1
78.152.160.194,78.152.160.0,Khmelnytskyi Oblast,0.4418604651162791,0.01744186046511628,0,1,2024-06-22 08:38:50.000000,2024-07-19 04:34:10.000000,40,2262,11,10.0,11.0,1,1,0
78.152.160.222,78.152.160.0,Khmelnytskyi Oblast,0.9767441860465116,0.936046511627907,0,1,2024-11-04 07:34:11.000000,2024-12-29 04:34:14.000000,6,1,21,8.0,31.0,1,1,0
78.152.160.7,78.152.160.0,Khmelnytskyi Oblast,1.0,0.9941860465116279,1,1,2024-06-22 08:38:50.000000,2025-01-09 14:34:15.000000,5773,14666,70,8.0,14.0,1,1,1
78.152.161.110,78.152.161.0,Khmelnytskyi Oblast,1.0,0.9418604651162791,1,1,2024-06-22 08:57:43.000000,2025-01-09 13:48:53.000000,73,2759,73,8.0,14.0,1,1,1
78.152.161.118,78.152.161.0,Khmelnytskyi Oblast,0.9069767441860465,0.4883720930232558,1,1,2024-06-22 08:57:43.000000,2025-01-09 13:48:53.000000,72,2730,79,8.0,13.0,1,1,1
78.152.161.122,78.152.161.0,Khmelnytskyi Oblast,0.46511627906976744,0.4127906976744186,1,1,2024-06-22 08:57:43.000000,2025-01-09 12:48:46.000000,57,2884,57,8.0,14.0,1,1,1
78.152.161.13,78.152.161.0,Khmelnytskyi Oblast,0.8837209302325582,0.9418604651162791,0,1,2024-06-22 08:57:43.000000,2025-01-09 14:48:45.000000,42351,2873,76,7.0,32.0,1,1,0
78.152.161.14,78.152.161.0,Khmelnytskyi Oblast,1.0,0.9883720930232558,1,1,2024-06-22 08:57:43.000000,2025-01-09 14:48:45.000000,13563,6591,74,8.0,32.0,1,1,1
78.152.161.18,78.152.161.0,Khmelnytskyi Oblast,0.9534883720930233,0.9767441860465116,0,1,2024-06-22 08:57:43.000000,2025-01-09 14:48:45.000000,31612,2618,59,8.0,32.0,1,1,0
78.152.161.217,78.152.161.0,Khmelnytskyi Oblast,0.46511627906976744,0.48255813953488375,0,1,2024-06-22 09:58:24.000000,2025-01-09 13:48:53.000000,4446,316,66,8.0,32.0,1,1,0
78.152.161.218,78.152.161.0,Khmelnytskyi Oblast,0.627906976744186,0.48255813953488375,1,1,2024-06-22 08:57:43.000000,2025-01-09 14:48:45.000000,4890,4448,76,8.0,32.0,1,1,1
78.152.161.219,78.152.161.0,Khmelnytskyi Oblast,0.5813953488372093,0.47674418604651164,0,1,2024-06-23 20:47:35.000000,2025-01-09 13:48:53.000000,1388,91,75,8.0,32.0,1,1,0
78.152.161.50,78.152.161.0,Khmelnytskyi Oblast,0.9534883720930233,0.8372093023255814,1,1,2024-08-01 20:34:12.000000,2025-01-09 14:29:36.000000,2356,5291,44,9.0,12.0,1,1,1
78.152.161.53,78.152.161.0,Khmelnytskyi Oblast,1.0,0.9476744186046512,0,1,2024-09-02 17:34:12.000000,2024-10-29 07:34:12.000000,306,15,26,8.0,32.0,1,1,0
78.152.161.54,78.152.161.0,Khmelnytskyi Oblast,1.0,1.0,0,1,2024-09-03 19:34:12.000000,2025-01-08 17:34:16.000000,321,200,39,8.0,32.0,1,1,0
78.152.171.241,78.152.171.0,Khmelnytskyi Oblast,0.8604651162790697,0.6918604651162791,0,1,2024-09-02 01:34:11.000000,2024-09-30 21:34:12.000000,226,21,11,8.0,32.0,1,1,0
78.152.171.242,78.152.171.0,Khmelnytskyi Oblast,1.0,0.9127906976744186,1,1,2024-06-22 17:39:43.000000,2024-09-29 22:34:11.000000,335,275,40,9.0,32.0,1,1,1
78.152.183.11,78.152.183.0,Khmelnytskyi Oblast,1.0,0.936046511627907,0,1,2024-06-22 09:39:17.000000,2025-01-09 14:34:15.000000,7446,80,75,8.0,32.0,1,1,0
78.152.183.9,78.152.183.0,Khmelnytskyi Oblast,0.6744186046511628,0.9651162790697675,0,1,2024-06-22 09:39:17.000000,2025-01-09 14:34:15.000000,9652,881,87,8.0,32.0,1,1,0
78.152.184.1,78.152.184.0,Khmelnytskyi Oblast,0.9302325581395349,0.9593023255813954,0,1,2024-06-25 05:34:13.000000,2025-01-08 20:34:15.000000,63,61,67,8.0,32.0,1,1,0
78.152.184.224,78.152.184.0,Khmelnytskyi Oblast,0.09302325581395349,0.046511627906976744,0,1,2024-07-06 14:34:13.000000,2024-08-28 07:34:11.000000,2,1,5,11.0,12.0,1,1,0
78.152.185.157,78.152.185.0,Khmelnytskyi Oblast,0.46511627906976744,0.19767441860465115,0,1,2024-07-10 08:34:13.000000,2024-07-26 21:34:12.000000,1,0,10,12.0,16.0,1,1,0
78.152.185.36,78.152.185.0,Khmelnytskyi Oblast,0.4418604651162791,0.7441860465116279,0,1,2024-12-01 14:34:15.000000,2024-12-30 12:34:15.000000,1,0,9,11.0,12.0,1,1,0
78.152.185.52,78.152.185.0,Khmelnytskyi Oblast,0.5581395348837209,0.4883720930232558,0,1,2024-12-03 01:34:14.000000,2024-12-30 00:34:14.000000,4,0,13,10.0,11.0,1,1,0
78.152.185.86,78.152.185.0,Khmelnytskyi Oblast,0.5581395348837209,0.4941860465116279,0,1,2024-09-01 01:34:12.000000,2024-09-29 03:34:12.000000,3,0,9,10.0,11.0,1,1,0
78.152.185.97,78.152.185.0,Khmelnytskyi Oblast,0.3023255813953488,0.4127906976744186,0,1,2024-09-01 10:34:11.000000,2024-10-31 07:34:11.000000,10,0,16,10.0,12.0,1,1,0
78.152.186.104,78.152.186.0,Khmelnytskyi Oblast,0.6046511627906976,0.563953488372093,0,1,2024-12-03 23:34:14.000000,2024-12-31 09:34:15.000000,1,0,8,11.0,12.0,1,1,0
78.152.186.180,78.152.186.0,Khmelnytskyi Oblast,0.2558139534883721,0.16279069767441862,0,1,2024-07-02 20:34:13.000000,2024-07-29 02:34:13.000000,2,0,7,12.0,12.0,1,1,0
78.152.186.69,78.152.186.0,Khmelnytskyi Oblast,0.23255813953488372,0.7441860465116279,0,1,2024-11-19 06:34:12.000000,2024-11-27 14:34:15.000000,1,0,6,10.0,11.0,1,1,0
78.152.187.19,78.152.187.0,Khmelnytskyi Oblast,0.813953488372093,0.7441860465116279,0,1,2024-07-03 05:34:13.000000,2024-07-28 22:34:13.000000,3,0,8,12.0,12.0,1,1,0
